Customer Name,Contact,Loan Number,Total Loan Amount,Current Balance,Current Escrow Balance,Prev Tax,Prev Insurance,Forecasted Tax,Forecasted Insurance,Last Tax Paid Date,Last Insurance Paid Date,Next Tax Pay Date,Next Insurance Pay Date,Forecasted Escrow Surplus,Forecasted Escrow Shortage,Last Interaction Date,Last Interaction Type,Last Interaction Summary,County,Property Address
Erica Kim,626.520.8467x2925,95583659,428763.17,343311.05,5639.23,3331.97,2223.64,3692.97,2251.92,2025-08-31,2024-12-22,2026-08-31,2025-12-22,0.0,1296.47,2025-10-04,Chat,Requested payment schedule clarification,Travis,"519 Jackson Estate Apt. 250, Austin, TX 78745"
Nicholas Alvarado,+1-362-447-2863x9420,31813769,159358.28,137930.01,3915.46,6444.38,1598.6,6718.98,1690.47,2024-11-16,2025-07-04,2025-11-16,2026-07-04,0.0,5895.56,2025-10-21,Chat,Verified insurance premium update,Collin,"1499 Brooke Turnpike, Frisco, TX 75013"
Jennifer Decker,502.466.0450x956,18959477,736047.68,587088.94,3007.38,3701.49,2297.97,3823.23,2476.3,2025-04-03,2025-09-03,2026-04-03,2026-09-03,0.0,4342.07,2025-09-02,Email,Asked about escrow increase explanation,Travis,"0039 Brendan Trace Apt. 933, Austin, TX 78745"
Cassandra Martin,911.993.6006x082,98459661,565616.94,489122.4,7434.05,5258.43,2005.9,5616.69,2054.27,2025-05-14,2025-04-29,2026-05-14,2026-04-29,0.0,1515.4,2025-11-06,Call,Follow-up on prior escrow analysis letter,Travis,"6461 Guerra Centers, Austin, TX 78745"
Douglas Erickson,001-350-909-5372x346,67124503,450301.82,215243.55,3746.04,6701.27,2459.18,7267.24,2500.86,2025-07-08,2025-02-19,2026-07-08,2026-02-19,0.0,7650.08,2025-09-10,In-App Message,Verified insurance premium update,Travis,"13361 Dawn Turnpike, Austin, TX 78702"
Traci Evans,416.954.4137,73064663,453824.91,290554.61,1382.7,4671.65,1521.18,4925.29,1550.68,2025-01-19,2025-07-11,2026-01-19,2026-07-11,0.0,6172.6,2025-08-18,Chat,Follow-up on prior escrow analysis letter,Tarrant,"576 Robert Square Apt. 494, Grapevine, TX 76051"
Sheryl Lamb,555.418.8701x7999,50235754,361655.2,260675.27,1457.23,5687.0,2086.09,6015.83,2210.53,2024-12-11,2025-09-05,2025-12-11,2026-09-05,0.0,8140.19,2025-10-01,Call,Requested payment schedule clarification,Tarrant,"24837 Adams Grove, Fort Worth, TX 76107"
Derrick Patterson,538-869-4790x25485,28363062,573597.61,419798.69,6531.58,3205.56,1334.79,3573.93,1349.16,2024-11-12,2025-06-30,2025-11-12,2026-06-30,787.97,0.0,2025-09-15,Chat,Inquired about property tax adjustment,Tarrant,"904 Thompson Path Suite 410, Fort Worth, TX 76011"
Shannon Garrett,574-921-6435x99009,81622676,713881.7,580274.5,7816.96,6161.96,965.55,6572.69,1039.64,2025-02-05,2025-05-06,2026-02-05,2026-05-06,0.0,1064.09,2025-10-02,Call,Follow-up on prior escrow analysis letter,Travis,"6047 Mclaughlin Hill, Austin, TX 78704"
Kelly Hill,406.861.8756x467,41385480,747051.97,514327.74,7081.69,3168.34,1074.08,3457.97,1092.43,2025-05-14,2025-08-08,2026-05-14,2026-08-08,1772.89,0.0,2025-08-30,Call,Requested payment schedule clarification,Dallas,"154 April Viaduct Apt. 027, Dallas, TX 75062"
Ashley Waters,750-278-6043x5660,40587363,688915.9,652202.41,4511.34,7465.25,1834.86,8040.79,1980.14,2025-05-17,2025-07-19,2026-05-17,2026-07-19,0.0,7179.75,2025-09-25,In-App Message,Requested payment schedule clarification,Dallas,"4698 Jason Locks, Irving, TX 75150"
Alison Sullivan,001-218-922-2667x941,78194047,617603.08,568238.42,1280.09,6207.43,1960.88,6527.24,2156.44,2025-03-09,2025-08-01,2026-03-09,2026-08-01,0.0,8850.87,2025-10-31,Call,Requested payment schedule clarification,Tarrant,"3859 Paul Terrace Apt. 963, Arlington, TX 76109"
Jose Williamson,676.805.5049x22170,20435361,223054.53,102040.95,6364.22,4392.94,2274.81,4839.99,2480.82,2025-06-23,2025-07-31,2026-06-23,2026-07-31,0.0,2176.72,2025-11-09,In-App Message,Asked about escrow increase explanation,Harris,"706 Harris Villages Apt. 162, Pearland, TX 77584"
Karen Harding,001-992-389-1982,85410537,850541.98,451413.45,2960.82,4634.98,951.69,4848.78,1027.33,2025-06-06,2025-04-24,2026-06-06,2026-04-24,0.0,3894.64,2025-11-01,Chat,Verified insurance premium update,Travis,"5337 Stephen Avenue, Austin, TX 78702"
Lisa Jackson,001-542-703-9831,50599103,843120.58,775599.04,7801.76,5197.17,1417.9,5487.15,1484.28,2025-07-01,2025-01-19,2026-07-01,2026-01-19,0.0,331.57,2025-08-20,Email,Verified insurance premium update,Tarrant,"45996 Johnson Light, Arlington, TX 76051"
Sabrina Gonzales,6545982438,17288491,864033.72,550252.57,5775.41,5276.74,1246.81,5850.84,1335.87,2024-11-13,2025-04-10,2025-11-13,2026-04-10,0.0,2609.09,2025-10-14,Call,Requested payment schedule clarification,Tarrant,"178 Robert Parkway, Grapevine, TX 76011"
Martin Alvarado,+1-215-589-0164x92815,70232661,789794.84,470188.8,2107.44,4796.76,924.06,5108.26,971.75,2025-01-29,2024-11-23,2026-01-29,2025-11-23,0.0,4985.91,2025-10-02,Call,Inquired about property tax adjustment,Harris,"70926 Williams Causeway, Houston, TX 77008"
Amanda Davidson,472-662-8296,50150882,825094.89,563066.62,1600.76,6293.0,2359.68,7004.26,2546.42,2025-04-22,2025-06-08,2026-04-22,2026-06-08,0.0,9541.7,2025-08-14,Email,Verified insurance premium update,Travis,"07288 Bean Ferry Suite 411, Austin, TX 78759"
Kevin Rodriguez,+1-461-227-6620x808,42226715,406817.66,306002.02,2488.45,6335.78,994.35,6785.06,1053.07,2025-03-17,2025-06-30,2026-03-17,2026-06-30,0.0,6656.04,2025-09-20,In-App Message,Requested payment schedule clarification,Tarrant,"0263 Ramirez Forge, Fort Worth, TX 76109"
Catherine King,270.312.0424x25369,30966164,173492.44,130212.79,3661.99,7214.07,1414.54,7709.75,1488.95,2025-08-11,2024-12-03,2026-08-11,2025-12-03,0.0,7069.83,2025-09-07,Call,Requested payment schedule clarification,Dallas,"5302 Hudson Lodge, Garland, TX 75062"
Mariah Cole,(743)565-2405,67031028,339053.47,182428.67,1992.17,4232.57,938.91,4692.4,986.45,2025-05-28,2025-06-11,2026-05-28,2026-06-11,0.0,4633.15,2025-08-28,In-App Message,Follow-up on prior escrow analysis letter,Collin,"187 Maxwell Harbors Apt. 364, McKinney, TX 75025"
Shannon Hudson,838.854.6623x2360,72222360,772911.82,383534.79,7311.49,4539.09,2080.4,4742.48,2166.6,2025-01-22,2025-07-03,2026-01-22,2026-07-03,0.0,749.1,2025-10-03,In-App Message,Verified insurance premium update,Dallas,"9125 Bradley Oval Apt. 204, Garland, TX 75204"
Christopher Jenkins,+1-520-766-6179x962,60594089,416019.28,331338.85,3723.97,3044.69,2131.22,3299.66,2167.46,2025-08-23,2025-05-15,2026-08-23,2026-05-15,0.0,2654.34,2025-11-05,Email,Inquired about property tax adjustment,Travis,"983 Malik Plaza, Austin, TX 78745"
Kristi Marshall,279.625.6041x3482,91605547,822375.83,754044.38,4496.12,4423.84,2146.43,4824.88,2218.66,2025-04-16,2024-11-14,2026-04-16,2025-11-14,0.0,3721.34,2025-08-16,Call,Verified insurance premium update,Tarrant,"53983 Eric Crossroad, Fort Worth, TX 76107"
Austin Evans,+1-676-329-1430x4913,12239111,877093.13,437426.54,2530.36,7405.64,1514.3,7991.78,1552.08,2025-06-10,2025-05-12,2026-06-10,2026-05-12,0.0,8604.14,2025-08-26,In-App Message,Requested payment schedule clarification,Dallas,"975 Rachel Ville, Mesquite, TX 75040"
Louis Graham,764-522-4059x20823,14158097,878808.38,648928.11,1100.6,6662.01,827.53,7399.49,873.2,2024-11-24,2025-07-21,2025-11-24,2026-07-21,0.0,8550.87,2025-11-05,Call,Verified insurance premium update,Tarrant,"6919 Hansen River Suite 298, Fort Worth, TX 76107"
Joseph Suarez,375-830-7966,86755219,413796.73,357558.83,3980.94,7383.32,1370.91,8220.38,1441.23,2025-03-14,2025-02-06,2026-03-14,2026-02-06,0.0,7290.94,2025-08-21,Chat,Requested payment schedule clarification,Travis,"2404 Laura Inlet Suite 412, Austin, TX 78745"
Karen Montgomery,(510)807-7732x1750,21564332,557072.16,356961.62,6915.64,6098.48,1543.74,6436.9,1645.37,2025-05-18,2025-01-25,2026-05-18,2026-01-25,0.0,2513.67,2025-09-03,Call,Asked about escrow increase explanation,Harris,"25999 Brittany Path, Pearland, TX 77008"
Colton Dennis,844-474-8904x7607,40265112,162319.87,148725.32,1725.73,6374.75,1860.5,6878.52,1985.19,2025-05-17,2025-08-07,2026-05-17,2026-08-07,0.0,8615.27,2025-09-06,Call,Inquired about property tax adjustment,Collin,"07651 Kristin Roads Apt. 851, Plano, TX 75070"
Carol Medina,(214)756-3409x185,56481844,732660.19,531760.34,1801.51,6853.54,2415.94,7275.41,2612.69,2025-07-09,2025-04-12,2026-07-09,2026-04-12,0.0,9734.61,2025-10-17,In-App Message,Verified insurance premium update,Travis,"157 Nelson Union, Austin, TX 78702"
Lance Wilson,(607)370-0409x3045,82420697,736647.04,518437.75,2873.26,5964.07,1322.57,6627.52,1444.04,2025-09-05,2025-01-12,2026-09-05,2026-01-12,0.0,6543.56,2025-10-27,Email,Asked about escrow increase explanation,Travis,"39822 Linda Burg Apt. 966, Austin, TX 78704"
Monique Allen,(788)464-0788x026,91615182,169685.11,143427.2,6885.39,5335.33,2060.12,5647.83,2112.32,2025-01-23,2025-07-03,2026-01-23,2026-07-03,0.0,2168.12,2025-09-28,In-App Message,Requested payment schedule clarification,Travis,"64693 Jennifer Junctions Suite 230, Austin, TX 78701"
Samuel Gordon,306.670.8987x09201,39844366,612200.94,395885.17,1361.07,7193.73,1529.47,8017.74,1598.51,2025-06-13,2025-03-22,2026-06-13,2026-03-22,0.0,9857.89,2025-10-07,Email,Verified insurance premium update,Harris,"32661 Matthew Harbor, Pasadena, TX 77024"
Christopher Ross,(411)296-0472,52082552,478051.19,238924.71,6608.2,5269.16,1873.45,5799.16,2034.33,2025-08-14,2025-02-27,2026-08-14,2026-02-27,0.0,2530.87,2025-09-11,Chat,Follow-up on prior escrow analysis letter,Tarrant,"707 Crane Lakes, Grapevine, TX 76107"
Mr. Richard Boyer,+1-623-817-1461x99539,75218753,219940.82,101793.04,1080.77,6465.15,1060.18,7018.75,1122.66,2024-11-16,2025-01-03,2025-11-16,2026-01-03,0.0,8417.54,2025-10-25,Call,Follow-up on prior escrow analysis letter,Dallas,"2623 Warner Ports Suite 053, Garland, TX 75204"
Patrick Turner,(857)287-0368,54378299,887560.64,680964.55,6443.13,3839.5,1909.29,4031.31,1961.69,2025-04-04,2024-11-28,2026-04-04,2025-11-28,0.0,548.7,2025-08-26,Email,Verified insurance premium update,Travis,"3066 Ryan Branch, Austin, TX 78702"
Stacy Miller,+1-364-409-8910x3909,17878883,356223.62,326830.88,5392.07,5872.74,1784.9,6103.58,1876.5,2025-03-22,2025-01-11,2026-03-22,2026-01-11,0.0,3918.02,2025-10-19,Call,Asked about escrow increase explanation,Tarrant,"025 Andrew Greens, Grapevine, TX 76102"
Tommy Sherman,001-279-253-1926,93655357,820953.59,407511.98,4459.72,4626.29,2225.14,4927.79,2345.73,2025-08-28,2025-06-15,2026-08-28,2026-06-15,0.0,4026.05,2025-10-11,Call,Verified insurance premium update,Dallas,"27574 Scott Groves Apt. 054, Garland, TX 75219"
Dustin Murphy,611.680.8189x65583,54314842,207234.51,164475.44,3626.78,4411.13,2344.11,4864.46,2405.48,2025-04-07,2024-11-15,2026-04-07,2025-11-15,0.0,4854.82,2025-09-05,Call,Requested payment schedule clarification,Collin,"2295 David Ridges Suite 056, McKinney, TX 75070"
Jennifer Cochran,(448)860-7047,64506494,237905.35,147835.63,3427.49,7477.12,1819.99,7704.81,1923.65,2025-01-27,2025-08-02,2026-01-27,2026-08-02,0.0,7805.71,2025-08-14,Chat,Asked about escrow increase explanation,Harris,"35158 Johnson Landing, Pearland, TX 77002"
David Swanson,967-215-6058,60119541,167278.63,118077.36,2066.42,6900.93,995.14,7242.71,1034.43,2025-02-22,2024-12-02,2026-02-22,2025-12-02,0.0,7590.24,2025-10-21,Email,Asked about escrow increase explanation,Dallas,"44133 Parker Port, Dallas, TX 75062"
Dennis Mcgee,315.879.0571,68348100,511181.15,473667.96,3439.87,5481.74,1300.35,6013.84,1371.38,2025-05-22,2025-02-21,2026-05-22,2026-02-21,0.0,5176.22,2025-10-13,In-App Message,Requested payment schedule clarification,Dallas,"693 Rivera Crossing Apt. 359, Garland, TX 75219"
Julia Payne,6575023771,10802510,665293.09,594544.12,2967.58,4767.72,1792.2,5239.63,1860.38,2025-02-03,2025-01-23,2026-02-03,2026-01-23,0.0,5315.77,2025-11-04,Email,Verified insurance premium update,Tarrant,"220 Reynolds Garden, Fort Worth, TX 76107"
Melissa Munoz,532.439.6440x2825,62986889,597247.34,349889.57,3231.24,3484.02,1451.18,3651.17,1511.78,2025-07-22,2025-01-04,2026-07-22,2026-01-04,0.0,2792.2,2025-08-18,Call,Verified insurance premium update,Travis,"9924 Scott Freeway Apt. 385, Austin, TX 78745"
Michael Smith,640-616-9332,28562326,339797.75,222534.95,5227.17,6947.63,2415.64,7487.77,2526.39,2025-07-30,2025-05-17,2026-07-30,2026-05-17,0.0,6456.02,2025-09-15,Call,Requested payment schedule clarification,Dallas,"7199 Pamela Branch, Dallas, TX 75062"
Shannon Murphy,552-560-7569x991,26685559,418308.39,203431.81,5598.68,4673.84,2125.17,4865.5,2207.36,2025-07-11,2025-08-19,2026-07-11,2026-08-19,0.0,2652.99,2025-10-28,Call,Inquired about property tax adjustment,Tarrant,"64332 Kiara Meadows, Arlington, TX 76107"
Carl Cole,933.216.8066x470,37828082,746429.57,671317.85,4931.48,4735.16,1823.06,5101.92,1858.18,2025-08-20,2024-11-25,2026-08-20,2025-11-25,0.0,3188.64,2025-10-15,Chat,Follow-up on prior escrow analysis letter,Dallas,"36059 Jackson Parkway Suite 241, Mesquite, TX 75062"
Michael Luna,(874)906-7582,66404731,717150.9,436667.19,3240.85,3887.05,2164.63,4178.11,2379.2,2025-08-12,2025-04-17,2026-08-12,2026-04-17,0.0,4409.34,2025-09-01,In-App Message,Asked about escrow increase explanation,Collin,"9062 Megan Gardens, McKinney, TX 75070"
Mary Kelly,(346)514-9745x9793,88795817,601073.01,448151.35,2654.95,3095.71,830.32,3406.82,881.65,2025-03-13,2025-03-12,2026-03-13,2026-03-12,0.0,2348.27,2025-08-15,Call,Verified insurance premium update,Collin,"984 Jonathan Squares Suite 099, McKinney, TX 75024"
Linda Mcbride,626.864.3223,23613606,177756.15,127403.79,4692.6,4518.25,827.66,4844.88,897.75,2025-06-17,2025-03-22,2026-06-17,2026-03-22,0.0,2007.14,2025-09-05,In-App Message,Inquired about property tax adjustment,Tarrant,"28981 Mark Heights, Fort Worth, TX 76010"
Aaron Jones,+1-876-922-3984x74225,77647844,450258.26,327889.37,3192.22,5755.44,1468.66,6288.86,1543.43,2025-03-03,2024-12-07,2026-03-03,2025-12-07,0.0,5945.45,2025-09-20,Call,Inquired about property tax adjustment,Tarrant,"88822 Shannon Row Suite 058, Arlington, TX 76109"
Janice Jones,001-234-795-6479x9846,79164260,318010.77,274356.88,1971.14,7470.93,2264.36,8182.03,2333.13,2025-01-09,2025-01-28,2026-01-09,2026-01-28,0.0,10296.55,2025-09-21,Call,Requested payment schedule clarification,Harris,"794 Lee Springs Apt. 097, Houston, TX 77002"
Amber Daniels,001-826-716-6201,57825619,850582.77,751921.49,2817.81,6532.25,988.37,7285.05,1004.93,2025-05-21,2025-03-27,2026-05-21,2026-03-27,0.0,6853.83,2025-08-23,Chat,Follow-up on prior escrow analysis letter,Tarrant,"786 Rivera Shores Suite 555, Grapevine, TX 76102"
Carolyn Harrison MD,4066875868,17716155,843643.81,625753.06,1839.31,4437.0,1051.6,4803.37,1142.58,2025-06-27,2025-07-06,2026-06-27,2026-07-06,0.0,5097.63,2025-09-28,In-App Message,Verified insurance premium update,Travis,"66545 Eric Glens Suite 418, Austin, TX 78702"
Abigail Solis,738.968.6083,15623260,508445.11,353395.75,2963.79,6476.9,1620.6,6724.72,1748.56,2025-02-22,2025-01-09,2026-02-22,2026-01-09,0.0,6921.7,2025-11-10,Call,Inquired about property tax adjustment,Collin,"0363 Nicole Hills, Frisco, TX 75035"
Marvin Brown,6503898309,38533503,671223.8,327270.07,4462.24,3956.14,1939.85,4241.51,2026.47,2025-05-19,2025-01-02,2026-05-19,2026-01-02,0.0,2850.4,2025-11-03,In-App Message,Asked about escrow increase explanation,Harris,"909 Little View Suite 979, Houston, TX 77024"
William Peters,735-269-4804,72282219,721201.9,509863.53,3193.51,7249.72,2004.47,7894.77,2177.46,2025-07-17,2025-07-17,2026-07-17,2026-07-17,0.0,8557.42,2025-09-04,Call,Requested payment schedule clarification,Tarrant,"6748 Ashley Parks, Fort Worth, TX 76011"
Megan Beasley,001-680-426-0294,97331933,881298.51,779005.66,4594.25,6510.09,1119.52,6868.18,1147.26,2024-11-17,2025-05-12,2025-11-17,2026-05-12,0.0,4757.1,2025-09-01,Chat,Follow-up on prior escrow analysis letter,Dallas,"15892 Meyer Ridge, Garland, TX 75039"
Brittany Perez,001-777-374-8675,98087903,807147.18,663889.05,2683.94,7023.44,1117.95,7252.21,1195.73,2025-04-13,2025-08-08,2026-04-13,2026-08-08,0.0,7171.99,2025-10-02,In-App Message,Inquired about property tax adjustment,Collin,"86482 Adam Pike Apt. 958, Frisco, TX 75034"
Destiny Duncan,(633)426-0586,71639037,213050.07,141835.28,2054.34,5259.86,1663.48,5442.82,1720.92,2025-02-01,2025-07-24,2026-02-01,2026-07-24,0.0,6303.36,2025-10-15,Call,Asked about escrow increase explanation,Tarrant,"4831 Lee Alley Suite 629, Fort Worth, TX 76011"
Angelica Davis,217.888.2426x55946,30503442,370504.42,241326.59,5158.34,5383.03,1639.15,5754.57,1756.03,2024-11-21,2025-01-08,2025-11-21,2026-01-08,0.0,3604.03,2025-11-07,Email,Asked about escrow increase explanation,Travis,"72371 Weber Prairie, Austin, TX 78702"
John Carey,6069548708,69945416,821293.85,605798.87,2671.37,5394.59,1268.28,5984.94,1360.81,2025-06-10,2025-06-09,2026-06-10,2026-06-09,0.0,5898.67,2025-10-13,In-App Message,Verified insurance premium update,Dallas,"417 Crawford Island Apt. 981, Dallas, TX 75201"
Sarah Curry,681.759.1579x089,78441345,700443.28,623229.1,2877.87,3925.67,2135.74,4166.26,2212.45,2025-04-14,2024-12-11,2026-04-14,2025-12-11,0.0,4563.96,2025-08-28,Chat,Asked about escrow increase explanation,Travis,"68384 Jenkins Pine Apt. 207, Austin, TX 78702"
James Rodriguez,890-351-8812,78550839,830836.83,632315.99,6173.64,6836.54,1969.49,7146.38,2109.97,2025-05-06,2025-06-26,2026-05-06,2026-06-26,0.0,4625.44,2025-08-26,Email,Requested payment schedule clarification,Collin,"70669 Morgan Causeway, Frisco, TX 75035"
Richard Lawrence,(668)993-3486,16203566,871682.27,682540.89,3995.46,3093.72,2456.43,3431.9,2518.74,2025-07-07,2025-04-20,2026-07-07,2026-04-20,0.0,2946.95,2025-11-05,Call,Follow-up on prior escrow analysis letter,Tarrant,"506 Murphy Pass, Arlington, TX 76107"
Monica Perez,455.570.7731,23441911,150754.85,133660.65,4307.98,3203.29,829.56,3495.44,859.56,2025-07-03,2025-07-31,2026-07-03,2026-07-31,0.0,772.85,2025-11-07,Email,Follow-up on prior escrow analysis letter,Tarrant,"5057 Michael Row Apt. 879, Arlington, TX 76011"
Kellie Page,640-945-8831x141,16899631,731442.41,365718.45,6627.25,4510.55,1634.13,4788.27,1730.73,2025-08-29,2025-04-12,2026-08-29,2026-04-12,0.0,978.25,2025-11-01,In-App Message,Inquired about property tax adjustment,Harris,"35036 Wilson Road, Houston, TX 77008"
Kimberly Jones,5976797802,94230088,770812.11,462924.33,3336.17,5330.24,1928.69,5905.17,2094.43,2025-08-19,2025-04-25,2026-08-19,2026-04-25,0.0,5996.7,2025-09-11,In-App Message,Asked about escrow increase explanation,Tarrant,"6844 Cherry Ports Suite 036, Arlington, TX 76102"
Andrea Robinson,(795)973-7831,59130598,696161.66,320487.52,7850.46,6853.19,1920.92,7146.14,2026.2,2025-01-03,2025-06-18,2026-01-03,2026-06-18,0.0,2850.6,2025-11-02,Email,Follow-up on prior escrow analysis letter,Tarrant,"292 Hall Pass Suite 830, Grapevine, TX 76011"
Justin Dorsey,+1-542-833-2416x51854,62218908,708273.84,387369.88,7683.7,5874.3,2441.27,6514.26,2614.83,2025-01-18,2025-08-20,2026-01-18,2026-08-20,0.0,2966.9,2025-08-25,In-App Message,Follow-up on prior escrow analysis letter,Travis,"3446 Fletcher Loaf, Austin, TX 78702"
Mark Kelly,417-349-1617x0502,78936947,411633.79,253400.87,5124.03,7253.7,1269.62,7595.72,1348.54,2025-03-07,2025-02-25,2026-03-07,2026-02-25,0.0,5310.94,2025-10-17,Chat,Follow-up on prior escrow analysis letter,Dallas,"9814 Jeremy Track, Garland, TX 75040"
Michael Brown,001-448-837-7402,48737319,574996.82,486598.41,3428.98,3495.86,814.17,3892.47,833.09,2024-12-26,2025-06-15,2025-12-26,2026-06-15,0.0,2084.17,2025-11-08,Email,Follow-up on prior escrow analysis letter,Collin,"02650 Mann Ferry, McKinney, TX 75034"
James Stevens,+1-466-266-1025x634,28042523,648240.24,390125.76,3017.82,6599.03,826.51,6821.32,855.83,2025-08-19,2025-04-29,2026-08-19,2026-04-29,0.0,5938.85,2025-09-24,Call,Asked about escrow increase explanation,Tarrant,"34998 Charles Fords, Grapevine, TX 76011"
Stephanie Freeman,+1-301-677-9152x446,49428563,472742.12,368798.73,1004.49,4131.45,1395.37,4360.72,1517.2,2025-04-13,2025-03-31,2026-04-13,2026-03-31,0.0,5853.08,2025-09-25,Email,Asked about escrow increase explanation,Travis,"233 Brown Hollow, Austin, TX 78701"
Brenda Lamb,3187637263,96281310,297545.56,220961.03,1565.03,3984.86,1604.4,4231.59,1737.65,2025-03-06,2025-07-05,2026-03-06,2026-07-05,0.0,5399.08,2025-08-18,In-App Message,Verified insurance premium update,Tarrant,"559 Danielle Oval Suite 641, Fort Worth, TX 76051"
Timothy Novak,+1-650-625-5134,83729354,840145.6,628865.28,2213.11,4961.17,2289.09,5469.17,2340.65,2025-02-17,2025-03-31,2026-02-17,2026-03-31,0.0,6898.35,2025-09-09,Email,Inquired about property tax adjustment,Travis,"2288 Ashley Hills Suite 331, Austin, TX 78704"
Patrick Miller,+1-974-793-2511x49788,38676458,299642.38,180533.95,3081.34,7172.03,1583.96,7505.55,1711.34,2025-07-21,2025-04-29,2026-07-21,2026-04-29,0.0,7671.7,2025-09-24,In-App Message,Asked about escrow increase explanation,Dallas,"04095 Sanchez Park, Mesquite, TX 75062"
Cory Hale,(380)701-8731x439,22361346,384945.35,353164.23,5988.19,5107.7,1527.04,5454.23,1598.69,2024-11-16,2025-05-18,2025-11-16,2026-05-18,0.0,2240.22,2025-10-30,Call,Follow-up on prior escrow analysis letter,Dallas,"3678 Jackson Cove, Mesquite, TX 75040"
Kimberly Davis,+1-268-456-4257x068,67420189,716892.34,543120.7,3116.73,4091.91,1670.75,4261.54,1769.15,2025-01-21,2025-01-25,2026-01-21,2026-01-25,0.0,3919.08,2025-08-19,Chat,Asked about escrow increase explanation,Collin,"15423 Richard Center, McKinney, TX 75013"
Jonathan Sawyer,+1-850-952-2411x4206,14921520,652559.42,444656.54,6340.97,5331.04,2226.64,5531.59,2303.05,2025-04-16,2025-04-24,2026-04-16,2026-04-24,0.0,2799.44,2025-11-08,Call,Inquired about property tax adjustment,Travis,"1459 Andrew Wall, Austin, TX 78745"
Samuel Stone,(422)440-0539,99233211,574082.55,456565.81,7050.2,3546.49,1793.85,3815.93,1927.54,2025-09-01,2025-01-30,2026-09-01,2026-01-30,349.49,0.0,2025-09-07,Email,Follow-up on prior escrow analysis letter,Harris,"56201 Melissa Crescent, Houston, TX 77057"
Christine Johnston,432.552.8613,90222589,317657.69,250263.56,6965.79,4354.01,1328.51,4872.24,1342.57,2025-05-01,2025-04-26,2026-05-01,2026-04-26,0.0,284.82,2025-10-29,In-App Message,Follow-up on prior escrow analysis letter,Dallas,"6452 Kevin Parkway Suite 449, Mesquite, TX 75204"
Dennis Hunt,(734)420-9536x77349,93460671,150026.78,112804.44,1847.24,3435.89,1147.3,3685.46,1244.76,2025-02-22,2025-05-19,2026-02-22,2026-05-19,0.0,3904.68,2025-10-27,In-App Message,Verified insurance premium update,Dallas,"56152 Holden Lodge Suite 591, Dallas, TX 75201"
Toni Wood,980.796.6414,39417237,453418.0,426824.19,6741.9,6787.74,1729.42,7493.34,1852.76,2025-09-03,2025-04-12,2026-09-03,2026-04-12,0.0,4161.88,2025-09-25,Call,Verified insurance premium update,Collin,"9524 Waters Groves, Plano, TX 75025"
Mary Morgan,+1-696-529-8532,62111008,256264.64,210726.22,2684.77,5301.82,1989.37,5556.47,2095.29,2025-02-06,2025-03-16,2026-02-06,2026-03-16,0.0,6242.28,2025-09-09,Chat,Asked about escrow increase explanation,Dallas,"241 Wells Estate Suite 638, Dallas, TX 75204"
Matthew Jenkins,586-339-0616x82497,65738013,650774.74,420136.66,5883.57,3483.01,1508.72,3720.67,1527.61,2025-07-23,2025-01-26,2026-07-23,2026-01-26,0.0,239.42,2025-10-20,In-App Message,Asked about escrow increase explanation,Harris,"3811 Prince Passage, Pasadena, TX 77077"
Allen Johnson,672.860.7201,74689395,585403.56,273407.92,5552.96,5957.36,1555.61,6622.97,1620.83,2025-03-01,2025-04-14,2026-03-01,2026-04-14,0.0,4064.81,2025-10-29,Email,Verified insurance premium update,Harris,"264 David Crossing, Pasadena, TX 77002"
Randy Logan,562.554.2926x456,90241789,886315.26,557380.47,6990.88,5264.43,1393.02,5756.97,1455.92,2025-06-21,2025-02-20,2026-06-21,2026-02-20,0.0,1424.16,2025-10-02,Call,Requested payment schedule clarification,Travis,"2994 Jason View, Austin, TX 78701"
Angela Contreras,(966)249-7196,65256621,689406.83,427187.87,6006.28,6540.14,1273.18,7185.22,1320.62,2025-01-15,2025-03-26,2026-01-15,2026-03-26,0.0,3917.2,2025-10-29,In-App Message,Asked about escrow increase explanation,Dallas,"53910 Stephanie Coves, Garland, TX 75040"
Alyssa Morales,001-639-594-9013x334,73919587,604381.35,326479.11,5959.5,5281.41,1920.14,5563.07,2059.92,2025-04-28,2025-05-21,2026-04-28,2026-05-21,0.0,2933.99,2025-10-11,Chat,Follow-up on prior escrow analysis letter,Travis,"3481 Williams Port Suite 101, Austin, TX 78745"
Benjamin King,+1-211-260-4991,51815603,183696.85,160921.3,2114.26,3434.43,980.57,3826.23,1032.42,2024-11-23,2025-08-28,2025-11-23,2026-08-28,0.0,3554.16,2025-08-21,Email,Requested payment schedule clarification,Harris,"28866 Richard Plains, Pasadena, TX 77007"
Lindsey Wright,(413)248-5484,38122623,819354.64,678349.39,3940.39,3289.66,1840.24,3422.24,1998.89,2024-12-03,2024-12-12,2025-12-03,2025-12-12,0.0,2384.26,2025-09-14,Call,Verified insurance premium update,Collin,"16079 Todd Ramp Apt. 386, Frisco, TX 75070"
Annette Miles,471-632-1940,72267690,780509.52,711649.4,3248.11,6144.27,1441.97,6875.43,1530.85,2025-05-08,2025-07-14,2026-05-08,2026-07-14,0.0,6559.22,2025-09-12,Email,Requested payment schedule clarification,Tarrant,"88141 David Place, Grapevine, TX 76051"
